id,name,supplier_id,category_id,quantity_per_unit,unit_price,stock,discontinued
2141,"Riboflavin, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907PF",36,7,54,75,89,False
2142,"Thiamin, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (IN1,MO1) - NFY0907PG",29,2,61,72,42,False
2143,"White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - CY090F6",52,10,7,35,182,False
2144,"White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE, 20 oz package (CA1) - NFY0909RG",47,1,26,98,1,False
2145,"White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE, 20 oz package (AL) - NFY0909T0",15,9,74,90,37,False
2146,"Minerals, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PP",35,2,50,18,195,False
2147,"Niacin, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PQ",8,3,34,53,13,False
2148,"Selenium, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PR",7,2,41,71,132,False
2149,"Sugars, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PS",10,11,63,49,169,False
2150,"Vitamin B6, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PT",46,2,65,101,93,False
2151,"Starch, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PU",46,7,6,63,67,False
2152,"TDF, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PV",48,10,25,91,122,False
2153,"Fatty Acids, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PW",8,4,58,83,62,False
2154,"Pantothenic Acid, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PX",34,9,60,112,107,False
2155,"Proximates, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PY",57,7,26,73,56,False
2156,"Riboflavin, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907PZ",7,10,12,95,146,False
2157,"Thiamin, White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE (AL1,CA1) - NFY0907Q0",22,5,4,65,127,False
2158,"Bread, white, commercially prepared",28,1,21,133,192,False
2159,"TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE",51,10,6,184,162,False
2160,"TURKEY BREAKFAST SAUSAGE, HILLSHIRE SMOKED",54,3,62,54,111,False
2161,"TURKEY BREAKFAST SAUSAGE, JIMMY DEAN",53,5,19,75,120,False
2162,"TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD",22,5,17,24,162,False
2163,"TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE FRESH",5,10,22,186,113,False
2164,"TURKEY BREAKFAST SAUSAGE, BUTTERBALL",26,10,9,112,3,False
2165,"Sausage, turkey, breakfast links, mild, raw",33,1,31,49,129,False
2166,"Cheese, swiss, slices, SARGENTO ULTRA THIN (FL) 18c-16-04",25,1,45,179,141,False
2167,"Swiss Cheese Slices, SARGENTO (FL) 18c-FL-SWC-75",55,2,14,69,42,False
2168,"Fatty acids, Cheese, swiss, slices (FL) - 18c-16-04-FA",43,9,70,131,196,False
2169,"Minerals, Cheese, swiss, slices (FL) - 18c-16-04-Min",15,7,18,24,143,False
2170,"Proximates, Cheese, swiss, slices (FL) - 18c-16-04-Prox",15,2,67,139,162,False
2171,"Cheese, swiss, slices, SARGENTO ULTRA THIN (MI, OK) 18c-16-06",53,7,29,59,37,False
2172,"Swiss Cheese Slices, SARGENTO (OK) 18c-OK-SWC-169",38,11,58,149,130,False
2173,"Swiss Cheese Slices, SARGENTO (MI) 18c-MI-SWC-109",49,9,53,186,18,False
2174,"Fatty acids, Cheese, swiss, slices (MI, OK) - 18c-16-06-FA",46,11,41,59,21,False
2175,"Minerals, Cheese, swiss, slices (MI, OK) - 18c-16-06-Min",23,2,68,96,111,False
2176,"Proximates, Cheese, swiss, slices (MI, OK) - 18c-16-06-Prox",40,1,61,156,186,False
2177,"Cheese, swiss, slices, SARGENTO ULTRA THIN (AL, CA1) 18c-16-02",55,1,6,52,142,False
2178,"Swiss Cheese Slices, SARGENTO (AL) 18c-AL-SWC-9",38,1,52,29,105,False
2179,"Swiss Cheese Slices, SARGENTO (CA1) 18c-CA1-SWC-17",19,2,52,142,110,False
2180,"Fatty acids, Cheese, swiss, slices (AL, CA1) - 18c-16-02-FA",46,9,1,164,153,False
2181,"Minerals, Cheese, swiss, slices (AL, CA1) - 18c-16-02-Min",57,9,36,114,23,False
2182,"Proximates, Cheese, swiss, slices (AL, CA1) - 18c-16-02-Prox",4,9,75,60,148,False
2183,"Cheese, swiss, slices, SARGENTO ULTRA THIN (CO, CT) 18c-16-05",28,7,64,35,49,False
2184,"Swiss Cheese Slices, SARGENTO (CO) 18c-CO-SWC-50",33,5,55,5,129,False
2185,"Swiss Cheese Slices, SARGENTO (CT) 18c-CT-SWC-62",60,1,3,61,15,False
2186,"Vitamin B12, Cheese, swiss, slices (CO, CT) - 18c-16-05-B12",36,11,50,74,87,False
2187,"Vitamin B6, Cheese, swiss, slices (CO, CT) - 18c-16-05-B6",44,11,48,137,57,False
2188,"Cholesterol, Cheese, swiss, slices (CO, CT) - 18c-16-05-Chol",3,2,1,127,41,False
2189,"Fatty acids, Cheese, swiss, slices (CO, CT) - 18c-16-05-FA",7,1,12,124,158,False
2190,"Minerals, Cheese, swiss, slices (CO, CT) - 18c-16-05-Min",17,1,43,30,190,False
2191,"Niacin, Cheese, swiss, slices (CO, CT) - 18c-16-05-Niac",12,1,21,91,138,False
2192,"Proximates, Cheese, swiss, slices (CO, CT) - 18c-16-05-Prox",28,5,71,17,52,False
2193,"Riboflavin, Cheese, swiss, slices (CO, CT) - 18c-16-05-Ribo",15,8,8,83,107,False
2194,"Selenium, Cheese, swiss, slices (CO, CT) - 18c-16-05-Se",54,1,76,181,113,False
2195,"Thiamin, Cheese, swiss, slices (CO, CT) - 18c-16-05-Thiam",8,11,12,138,57,False
2196,"Tocopherols, Cheese, swiss, slices (CO, CT) - 18c-16-05-VitE",55,1,70,101,105,False
2197,"Cheese, swiss, slices, store brand, FOOD LION & AMERICAN CHOICE (NY, NC) 18c-17-06",1,10,29,11,174,False
2198,"Swiss Cheese Slices, FOODLION (NC) 18c-NC-SWC-132",17,7,19,27,148,False
2199,"Swiss Cheese Slices, AMERICAN CHOICE (NY) 18c-NY-SWC-149",60,10,9,111,31,False
2200,"Fatty acids, Cheese, swiss, slices (NY, NC) - 18c-17-06-FA",60,10,51,71,55,False
2201,"Minerals, Cheese, swiss, slices (NY, NC) - 18c-17-06-Min",57,1,13,124,129,True
2202,"Proximates, Cheese, swiss, slices (NY, NC) - 18c-17-06-Prox",37,5,25,73,126,False
2203,"Cheese, swiss, slices, SARGENTO ULTRA THIN (CA2, NC) 18c-16-03",33,2,44,176,156,False
2204,"Swiss Cheese Slices, SARGENTO (NC) 18c-NC-SWC-133",5,5,52,94,11,False
2205,"Swiss Cheese Slices, SARGENTO (CA2) 18c-CA2-SWC-39",32,2,26,80,54,False
2206,"Vitamin B12, Cheese, swiss, slices (CA2, NC) - 18c-16-03-B12",35,10,60,181,189,False
2207,"Vitamin B6, Cheese, swiss, slices (CA2, NC) - 18c-16-03-B6",8,1,50,28,10,False
2208,"Carotenoids, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Carot",5,7,70,189,156,False
2209,"Cholesterol, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Chol",15,1,35,78,156,False
2210,"Fatty acids, Cheese, swiss, slices (CA2, NC) - 18c-16-03-FA",12,1,43,9,5,False
2211,"Folate, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Fol",13,9,14,115,160,False
2212,"Minerals, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Min",47,7,52,99,82,False
2213,"Niacin, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Niac",60,5,31,116,199,False
2214,"Pantothenic acid, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Panto",17,2,57,166,113,False
2215,"Proximates, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Prox",19,9,28,106,126,False
2216,"Retinol, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Ret",56,9,39,90,88,False
2217,"Riboflavin, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Ribo",28,7,17,92,147,False
2218,"Selenium, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Se",7,8,40,171,162,False
2219,"Sugars, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Sug",22,1,46,11,114,False
2220,"Thiamin, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Thiam",54,1,25,65,125,False
2221,"Vitamin D, Cheese, swiss, slices (CA2, NC) - 18c-16-03-VitD",51,2,50,87,141,False
2222,"Tocopherols, Cheese, swiss, slices (CA2, NC) - 18c-16-03-VitE",42,2,11,124,107,False
2223,"Vitamin K, Cheese, swiss, slices (CA2, NC) - 18c-16-03-VitK",19,2,9,23,193,False
2224,"Cheese, swiss, slices, store brand, PIGGLY WIGGLY (AL, CA1) 18c-17-02",44,8,69,169,6,False
2225,"Swiss Cheese Slices, PIGGLY WIGGLY (AL) 18c-AL-SWC-14",21,4,8,157,80,False
2226,"Swiss Cheese Slices, STORE BRAND (CA1) 18c-CA1-SWC-181",32,8,5,109,118,False
2227,"Fatty acids, Cheese, swiss, slices (AL, CA1) - 18c-17-02-FA",21,9,28,38,131,False
2228,"Minerals, Cheese, swiss, slices (AL, CA1) - 18c-17-02-Min",58,3,74,121,164,False
2229,"Proximates, Cheese, swiss, slices (AL, CA1) - 18c-17-02-Prox",14,11,38,130,111,False
2230,"Cheese, swiss, slices, SARGENTO ULTRA THIN (IN, NY) 18c-16-01",2,7,2,103,194,False
2231,"Swiss Cheese Slices, SARGENTO (NY) 18c-NY-SWC-150",43,1,9,48,35,False
2232,"Swiss Cheese Slices, SARGENTO (IN) 18c-IN-SWC-95",47,8,11,60,4,False
2233,"Vitamin B12, Cheese, swiss, slices (IN, NY) - 18c-16-01-B12",4,1,46,183,148,False
2234,"Vitamin B6, Cheese, swiss, slices (IN, NY) - 18c-16-01-B6",36,3,69,70,24,False
2235,"Carotenoids, Cheese, swiss, slices (IN, NY) - 18c-16-01-Carot",57,9,8,16,17,False
2236,"Cholesterol, Cheese, swiss, slices (IN, NY) - 18c-16-01-Chol",6,1,57,188,165,False
2237,"Fatty acids, Cheese, swiss, slices (IN, NY) - 18c-16-01-FA",60,9,59,96,14,False
2238,"Minerals, Cheese, swiss, slices (IN, NY) - 18c-16-01-Min",39,2,67,141,92,False
2239,"Niacin, Cheese, swiss, slices (IN, NY) - 18c-16-01-Niac",41,7,71,35,98,False
2240,"Pantothenic acid, Cheese, swiss, slices (IN, NY) - 18c-16-01-Panto",7,9,61,196,53,False
2241,"Proximates, Cheese, swiss, slices (IN, NY) - 18c-16-01-Prox",6,2,7,46,131,False
2242,"Retinol, Cheese, swiss, slices (IN, NY) - 18c-16-01-Ret",23,8,16,90,165,False
2243,"Riboflavin, Cheese, swiss, slices (IN, NY) - 18c-16-01-Ribo",35,1,1,109,2,False
2244,"Selenium, Cheese, swiss, slices (IN, NY) - 18c-16-01-Se",23,11,77,161,52,False
2245,"Sugars, Cheese, swiss, slices (IN, NY) - 18c-16-01-Sug",54,10,35,91,186,False
2246,"Thiamin, Cheese, swiss, slices (IN, NY) - 18c-16-01-Thiam",20,1,68,173,127,False
2247,"Tocopherols, Cheese, swiss, slices (IN, NY) - 18c-16-01-VitE",34,10,52,55,115,False
2248,"Choline, Cheese, swiss, slices, SARGENTO ULTRA THIN (IN, NY)  - 18c-16-01",1,8,33,94,74,False
2249,"Cheese, swiss, slices, store brand, SHOP RITE & GREAT VALUE (CT, OK) 18c-17-04",55,5,26,170,171,False
2250,"Swiss Cheese Slices, SHOP RITE (CT) 18c-CT-SWC-63",50,3,74,137,64,False
2251,"Swiss Cheese Slices, GREAT VALUE (OK) 18c-OK-SWC-168",56,8,13,149,131,False
2252,"Fatty acids, Cheese, swiss, slices (CT, OK) - 18c-17-04-FA",28,7,32,111,48,False
2253,"Minerals, Cheese, swiss, slices (CT, OK) - 18c-17-04-Min",8,2,69,67,106,False
2254,"Proximates, Cheese, swiss, slices (CT, OK) - 18c-17-04-Prox",6,1,34,95,151,False
2255,"Cheese, swiss, slices, store brand, KROGER (IN, MI) 18c-17-01",46,7,72,61,92,False
2256,"Swiss Cheese Slices, KROGER  (IN) 18c-IN-SWC-94",26,7,79,198,5,False
2257,"Swiss Cheese Slices, KROGER (MI) 18c-MI-SWC-108",14,9,48,10,111,False
2258,"Vitamin B12, Cheese, swiss, slices (IN, MI) - 18c-17-01-B12",21,9,31,23,158,False
2259,"Vitamin B6, Cheese, swiss, slices (IN, MI) - 18c-17-01-B6",37,3,31,94,173,False
2260,"Carotenoids, Cheese, swiss, slices (IN, MI) - 18c-17-01-Carot",15,9,67,162,144,False
2261,"Cholesterol, Cheese, swiss, slices (IN, MI) - 18c-17-01-Chol",9,1,58,172,170,False
2262,"Fatty acids, Cheese, swiss, slices (IN, MI) - 18c-17-01-FA",8,9,52,143,126,False
2263,"Minerals, Cheese, swiss, slices (IN, MI) - 18c-17-01-Min",36,8,42,182,172,False
2264,"Niacin, Cheese, swiss, slices (IN, MI) - 18c-17-01-Niac",23,10,65,120,153,False
2265,"Pantothenic acid, Cheese, swiss, slices (IN, MI) - 18c-17-01-Panto",26,3,41,161,186,False
2266,"Proximates, Cheese, swiss, slices (IN, MI) - 18c-17-01-Prox",31,11,5,142,155,False
2267,"Retinol, Cheese, swiss, slices (IN, MI) - 18c-17-01-Ret",6,11,20,126,86,False
2268,"Riboflavin, Cheese, swiss, slices (IN, MI) - 18c-17-01-Ribo",43,11,26,29,191,False
2269,"Selenium, Cheese, swiss, slices (IN, MI) - 18c-17-01-Se",2,5,41,56,33,False
2270,"Sugars, Cheese, swiss, slices (IN, MI) - 18c-17-01-Sug",3,11,24,70,43,False
2271,"Thiamin, Cheese, swiss, slices (IN, MI) - 18c-17-01-Thiam",3,8,38,181,10,False
2272,"Tocopherols, Cheese, swiss, slices (IN, MI) - 18c-17-01-VitE",27,5,76,68,156,False
2273,"Cheese, swiss, slices, store brand, HYVEE & PUBLIX (FL, MO) 18c-17-05",28,9,56,83,58,False
2274,"Swiss Cheese Slices, PUBLIX (FL) 18c-FL-SWC-74",31,9,12,97,122,False
2275,"Swiss Cheese Slices, HYVEE (MO) 18c-MO-SWC-121",36,1,40,101,181,False
2276,"Cholesterol, Cheese, swiss, slices (FL, MO) - 18c-17-05-Chol",13,9,59,72,123,False
2277,"Fatty acids, Cheese, swiss, slices (FL, MO) - 18c-17-05-FA",7,5,72,50,43,False
2278,"Minerals, Cheese, swiss, slices (FL, MO) - 18c-17-05-Min",58,3,51,81,194,False
2279,"Niacin, Cheese, swiss, slices (FL, MO) - 18c-17-05-Niac",52,5,70,30,94,False
2280,"Proximates, Cheese, swiss, slices (FL, MO) - 18c-17-05-Prox",34,9,71,49,81,False
2281,"Riboflavin, Cheese, swiss, slices (FL, MO) - 18c-17-05-Ribo",46,2,68,42,48,False
2282,"Selenium, Cheese, swiss, slices (FL, MO) - 18c-17-05-Se",20,11,31,63,129,False
2283,"Thiamin, Cheese, swiss, slices (FL, MO) - 18c-17-05-Thiam",43,3,60,119,26,False
2284,"Tocopherols, Cheese, swiss, slices (FL, MO) - 18c-17-05-VitE",43,1,46,7,118,False
2285,"Vitamin B12, Cheese, swiss, slices (FL, MO) - 18c-17-05-B12",40,2,41,17,167,False
2286,"Vitamin B6, Cheese, swiss, slices (FL, MO) - 18c-17-05-B6",40,11,36,178,182,False
2287,"Cheese, swiss, slices, store brand, LUCERNE (CA2, CO) 18c-17-03",2,10,51,6,153,False
2288,"Swiss Cheese Slices, LUCERNE (CA2) 18c-CA2-SWC-38",47,11,51,188,48,False
2289,"Swiss Cheese Slices, LUCERNE (CO) 18c-CO-SWC-49",44,9,70,124,79,False
2290,"Vitamin B12, Cheese, swiss, slices (CA2, CO) - 18c-17-03-B12",18,7,60,32,52,False
2291,"Vitamin B6, Cheese, swiss, slices (CA2, CO) - 18c-17-03-B6",49,6,34,106,95,False
2292,"Carotenoids, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Carot",34,8,49,183,56,False
2293,"Cholesterol, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Chol",52,1,7,78,60,False
2294,"Fatty acids, Cheese, swiss, slices (CA2, CO) - 18c-17-03-FA",46,9,31,19,146,False
2295,"Folate, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Fol",14,3,68,132,59,False
2296,"Minerals, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Min",48,9,62,7,137,False
2297,"Niacin, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Niac",28,3,48,114,5,False
2298,"Pantothenic acid, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Panto",18,9,33,118,122,False
2299,"Proximates, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Prox",8,3,4,151,58,False
2300,"Retinol, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Ret",36,9,56,36,135,False
2301,"Riboflavin, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Ribo",38,10,27,34,93,True
2302,"Selenium, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Se",27,1,28,165,151,False
2303,"Sugars, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Sug",43,6,31,34,19,False
2304,"Thiamin, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Thiam",42,1,14,45,190,False
2305,"Vitamin D, Cheese, swiss, slices (CA2, CO) - 18c-17-03-VitD",20,11,1,132,103,False
2306,"Tocopherols, Cheese, swiss, slices (CA2, CO) - 18c-17-03-VitE",2,1,3,181,120,False
2307,"Vitamin K, Cheese, swiss, slices (CA2, CO) - 18c-17-03-VitK",14,2,71,165,3,False
2308,"Cheese, swiss",7,1,6,79,77,False
2309,"KALE, FROZEN, COOKED",44,11,59,81,8,False
2310,"KALE, FROZEN, AS PURCHASED",45,4,79,29,107,False
2311,Kale - NFY1214RQ,27,10,2,25,68,False
2312,Kale - NFY1214T3,24,1,47,75,34,False
2313,Kale - NFY1214SF,53,8,49,59,3,False
2314,Kale - NFY1214SR,18,9,50,77,40,False
2315,Kale - NFY1214SS,59,5,47,8,185,False
2316,Kale - NFY1214ST,41,1,69,156,33,False
2317,Kale - NFY1214SK,50,7,13,188,61,False
2318,Kale - NFY1214SU,26,1,79,141,191,False
2319,Kale - NFY1214SL,18,11,48,126,6,False
2320,"Kale, Frozen, Cooked - IA, TX",14,1,41,23,85,False
2321,Kale - NFY1214S2,38,9,27,146,121,False
2322,Kale - NFY1214S3,56,1,1,191,92,False
2323,Kale - NFY1214S4,32,3,32,77,105,False
2324,Kale - NFY1214S5,24,3,40,133,136,False
2325,Kale - NFY1214RV,17,11,17,140,51,False
2326,Kale - NFY1214S6,12,5,16,66,107,False
2327,"Kale, Frozen, Cooked - NE, NC",49,9,63,160,84,False
2328,Kale - NFY1214RD,9,7,70,162,64,False
2329,Kale - NFY1214RE,13,5,37,73,105,False
2330,Kale - NFY1214RF,24,3,73,10,145,False
2331,Kale - NFY1214RG,32,10,15,90,72,False
2332,Kale - NFY1214R5,28,3,28,138,175,False
2333,Kale - NFY1214RH,51,1,64,153,65,False
2334,Kale - NFY1214R6,46,6,20,51,106,False
2335,"Kale, Frozen, Cooked - PA, CA1",9,9,38,96,186,False
2336,"Kale, frozen, cooked, boiled, drained, without salt",6,2,1,166,119,False
2337,"Carrots, sliced or crinkle cut, frozen, unprepared, mixed composite, C9818L",51,5,20,127,194,False
2338,"Carrots, Crinkle Cut, Westpac, Frozen, 16oz, MO2, NF9912H0",10,10,30,30,138,False
2339,"Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, IL2, NF9912KT",45,10,44,140,90,False
2340,"Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, OR/WA4, NF9912DQ",51,2,26,185,93,False
2341,"Carrots, Crinkle Cut, Vip, Frozen, 16oz, AR1, NF99129K",56,2,19,61,104,False
2342,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA4, NF9912C2",36,5,54,126,53,False
2343,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TN2, NF9912J0",31,2,20,147,127,False
2344,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX2, NF99128Q",48,6,64,180,93,False
2345,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX3, NF9912D2",50,9,47,126,30,False
2346,"Carrots, Crinkle Cut, Flavrpac, Frozen, 16oz, OR/WA2, NF9912WX",48,7,33,124,106,False
2347,"Carrots, Crinkle Cut, Store Brand, Frozen, 10oz, NY/NJ1, NF9912GC",22,8,11,75,134,False
2348,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, CA1, NF9912HC",48,1,70,67,71,False
2349,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA2, NF9912FI",5,5,64,46,190,False
2350,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913SR",11,9,20,123,106,False
2351,"Carrots, sliced or crinkle cut, frozen, unprepared - Minerals - NF9913SS",54,1,16,182,42,False
2352,"Carrots, sliced or crinkle cut, frozen, unprepared - Sugars - NF9913SU",12,10,27,47,134,False
2353,"Carrots, sliced or crinkle cut, frozen, unprepared - Starch - NF9913SV",19,10,12,174,19,False
2354,"Carrots, sliced or crinkle cut, frozen, unprepared - Dietary fiber - NF9913SY",49,11,46,181,176,False
2355,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamin C - NF9913T1",14,2,38,176,68,False
2356,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamins - NF9913T2",7,9,45,119,123,False
2357,"Carrots, sliced or crinkle cut, frozen, unprepared, mixed composite, C9818P",36,5,20,43,29,False
2358,"Carrots, Crinkle Cut, Westpac, Frozen, 16oz, MO2, NF9912H4",51,9,36,28,32,False
2359,"Carrots, Crinkle Cut, Store Brand, Frozen, 20oz, NY/NJ1, NF9912GG",41,3,59,108,31,False
2360,"Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, IL2, NF9912KW",21,7,53,130,149,False
2361,"Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, OR/WA4, NF9912DU",28,1,72,12,193,False
2362,"Carrots, Crinkle Cut, Vip, Frozen, 16oz, AR1, NF99129O",43,9,4,13,32,False
2363,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX3, NF9912D6",40,10,4,104,159,False
2364,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA4, NF9912C6",36,1,31,129,26,False
2365,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TN2, NF9912J4",6,3,71,181,173,False
2366,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX2, NF99128U",51,2,74,130,130,False
2367,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, CA1, NF9912HG",49,9,34,116,92,False
2368,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, OR/WA2, NF9912X0",24,9,59,120,189,False
2369,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA2, NF9912FM",49,9,53,114,25,False
2370,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913VW",2,5,24,175,71,False
2371,"Carrots, sliced or crinkle cut, frozen, unprepared - Minerals - NF9913VX",31,10,12,174,122,False
2372,"Carrots, sliced or crinkle cut, frozen, unprepared - Sugars - NF9913VZ",27,5,32,78,73,False
2373,"Carrots, sliced or crinkle cut, frozen, unprepared - Starch - NF9913W0",9,10,4,155,171,False
2374,"Carrots, sliced or crinkle cut, frozen, unprepared - Dietary fiber - NF9913W3",17,10,30,181,6,False
2375,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamin C - NF9913W6",33,11,17,59,77,False
2376,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamins - NF9913W7",6,5,38,85,163,False
2377,"Carrots, sliced or crinkle cut, frozen, unprepared, mixed composite, C9818Q",7,9,40,139,21,False
2378,"Carrots, Crinkle Cut, Westpac, Frozen, 16oz, MO2, NF9912H5",27,1,55,150,95,False
2379,"Carrots, Crinkle Cut, Vip, Frozen, 16oz, AR1, NF99129P",45,9,29,119,191,False
2380,"Carrots, Crinkle Cut, Store Brand, Frozen, 20oz, NY/NJ1, NF9912GH",7,8,10,53,1,False
2381,"Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, OR/WA4, NF9912DV",13,9,72,14,38,False
2382,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX3, NF9912D7",47,1,4,23,142,False
2383,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA4, NF9912C7",4,10,68,162,107,False
2384,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TN2, NF9912J5",46,9,57,98,28,False
2385,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX2, NF99128V",13,2,64,115,18,False
2386,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA2, NF9912FN",18,3,23,41,133,False
2387,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, CA1, NF9912HH",54,1,37,191,33,False
2388,"Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, OR/WA2, NF9912X1",6,10,2,171,56,False
2389,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913WD",54,11,53,185,18,False
2390,"Carrots, sliced or crinkle cut, frozen, unprepared - Amino acids - NF9913WE",5,1,2,96,176,False
2391,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913WG",50,9,12,133,102,False
2392,"Carrots, sliced or crinkle cut, frozen, unprepared - Minerals - NF9913WH",14,1,31,51,66,False
2393,"Carrots, sliced or crinkle cut, frozen, unprepared - Sugars - NF9913WJ",32,11,17,19,199,False
2394,"Carrots, sliced or crinkle cut, frozen, unprepared - Starch - NF9913WK",15,5,46,80,192,False
2395,"Carrots, sliced or crinkle cut, frozen, unprepared - Dietary fiber - NF9913WM",28,5,24,62,128,False
2396,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamin C - NF9913WN",29,10,11,60,9,False
2397,"Carrots, sliced or crinkle cut, frozen, unprepared - Thiamin - NF9913WQ",18,5,33,169,13,False
2398,"Carrots, sliced or crinkle cut, frozen, unprepared - Riboflavin - NF9913WR",34,7,54,36,31,False
2399,"Carrots, sliced or crinkle cut, frozen, unprepared - Niacin - NF9913WU",24,10,61,87,194,False
2400,"Carrots, sliced or crinkle cut, frozen, unprepared - Pantothenic Acid - NF9913WX",30,8,54,76,179,False
2401,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamin B6 - NF9913X0",3,1,48,154,96,True
2402,"Carrots, sliced or crinkle cut, frozen, unprepared - Vitamins - NF9913X3",43,1,64,58,197,False
2403,"Carrots, sliced or crinkle cut, frozen, unprepared - Proximates - NF9913X5",53,11,39,107,71,False
2404,"Carrots, sliced or crinkle cut, frozen, unprepared, Vitamin E -NF9913X6",42,9,65,78,123,False
2405,"Carrots, sliced or crinkle cut, frozen, unprepared, mixed composite, C9818T",15,1,69,128,29,False
2406,"Carrots, Crinkle Cut, Vip, Frozen, 16oz, AR1, NF99129S",24,1,20,81,90,False
