id,customer_id,employee_id,order_date,delivery_date,shipped_date,shipper_id,weight,ship_name,ship_postal_code,ship_country
900,PDGTN,57,5/15/1954,5/28/1954,5/29/1954,2,38.95024327,Richter Supermarkt,32RBCGET,South Africa
901,MFFHP,77,5/28/1980,6/11/1980,6/7/1980,5,14.00694283,QUICK-Stop,85Q81,Romania
902,XELHT,117,10/23/1964,11/10/1964,11/7/1964,2,81.86153101,Die Wandernde Kuh,NW018K2,Saudi Arabia
903,XBPTH,39,9/24/1978,10/5/1978,10/3/1978,2,97.90509337,Great Lakes Food Market,14MB5,Sri Lanka
904,BKRWL,10,10/8/1962,10/24/1962,10/20/1962,6,38.72974851,Blauer See Delikatessen,8PTK2,India
905,ZIWPB,63,4/9/1986,4/23/1986,4/21/1986,2,53.04664495,Folk och fä HB,IX1X6,Norway
906,ZABYL,61,5/22/1961,6/20/1961,6/17/1961,5,93.79339841,Princesa Isabel Vinhos,K9SBE2,Japan
907,IYHOZ,68,7/3/1968,7/24/1968,7/20/1968,4,42.38321091,LINO-Delicateses,IG789H9,Argentina
908,MMMUS,32,5/7/1961,6/1/1961,5/30/1961,4,35.68831178,Ernst Handel,28001,Spain
909,YHKAD,62,2/18/1983,3/7/1983,3/5/1983,3,8.378226509,The Big Cheese,047ZD6,Mongolia
910,FAPPR,118,9/3/1951,9/22/1951,9/21/1951,4,14.79450229,Wellington Importadora,5HT2O,Uzbekistan
911,GODOS,106,7/24/1986,8/18/1986,8/14/1986,4,70.09051346,Ernst Handel,55OH25,South Africa
912,DEONP,52,12/13/1967,12/31/1967,12/30/1967,2,113.7022022,Ricardo Adocicados,02389-890,Brazil
913,WOLZA,52,1/22/1952,2/23/1952,2/20/1952,2,77.56620042,Vins et alcools Chevalier,0YS66R,Vatican City
914,SANTG,76,10/22/1977,11/4/1977,11/3/1977,6,17.01512411,Ernst Handel,BAZ8E2,Cambodia
915,FKSYL,17,8/27/1973,9/15/1973,9/14/1973,4,5.615063395,Save-a-lot Markets,R52NZ,Ireland
916,MORGK,88,1/5/1971,1/14/1971,1/11/1971,3,10.79030304,Vins et alcools Chevalier,C5324Z,Indonesia
917,BTOHK,69,2/17/1996,2/22/1996,2/21/1996,4,9.910456725,Blondel père et fils,4IEL43H6,Israel
918,HEFZU,93,12/24/1961,12/27/1961,12/26/1961,4,138.7230315,Pericles Comidas clásicas,2WO9G,Croatia
919,XOYQC,90,2/9/1971,3/1/1971,2/27/1971,1,1.509037115,LILA-Supermercado,AAEL81Y,Madagascar
920,EAMIQ,71,2/7/1954,3/5/1954,3/1/1954,4,3.099106292,Great Lakes Food Market,A9TV01W,India
921,DCWEV,24,5/27/1960,6/24/1960,6/21/1960,1,56.30228846,LILA-Supermercado,C9Y4P93,Nepal
922,WILMK,100,6/12/1993,6/28/1993,6/25/1993,1,25.37884346,Hungry Owl All-Night Grocers,072V8,Madagascar
923,DRBVJ,5,1/27/1968,2/20/1968,2/18/1968,5,29.77946002,Ernst Handel,41101,Spain
924,VFHGR,27,7/12/1984,7/27/1984,7/23/1984,3,43.11969725,Vaffeljernet,Y23L1,Hungary
925,STDLW,135,2/20/1978,3/8/1978,3/5/1978,6,91.9699474,Save-a-lot Markets,K9SBE2,Japan
926,BAWBH,63,4/25/1956,5/3/1956,5/2/1956,3,19.07429296,HILARION-Abastos,2I494,Belgium
927,BLONP,123,5/1/1971,5/29/1971,5/27/1971,3,87.66696746,The Cracker Box,15776,Portugal
928,TORTU,69,3/26/1975,3/29/1975,3/28/1975,5,16.17512538,Santé Gourmet,3GQBZQ2,Vatican City
929,HDHWD,69,7/20/1957,8/11/1957,8/7/1957,1,97.17377254,Magazzini Alimentari Riuniti,29UG75,Bangladesh
930,MUHHR,15,5/21/1975,6/4/1975,5/31/1975,4,21.34109046,Ottilies Käseladen,05487-020,Brazil
931,REUYG,12,3/2/1969,3/10/1969,3/7/1969,5,72.52144552,LINO-Delicateses,CUXS2Z0M,Estonia
932,STLMM,33,10/3/1984,10/18/1984,10/16/1984,3,101.8200513,Antonio Moreno Taquería,B85J8,France
933,KEYER,27,6/23/1971,7/11/1971,7/10/1971,4,100.9794804,Rattlesnake Canyon Grocery,96868,Ghana
934,XRXGI,56,5/24/1968,6/3/1968,6/1/1968,2,59.19595321,HILARION-Abastos,TKLNI248,Portugal
935,TGGAC,97,7/22/1958,8/17/1958,8/16/1958,4,3.650690643,Romero y tomillo,8IC85,Croatia
936,STXYR,115,3/29/1982,4/19/1982,4/17/1982,4,10.42036373,Suprêmes délices,7S02ARR,Pakistan
937,WXCKQ,127,1/14/1948,1/17/1948,1/16/1948,3,8.102400355,Alfred's Futterkiste,35543,Israel
938,PDBTL,112,9/6/1983,9/16/1983,9/12/1983,5,93.46132818,Suprêmes délices,CUDDM3,Sri Lanka
939,BNHNU,122,12/9/1967,1/8/1968,1/6/1968,6,91.08803172,Lonesome Pine Restaurant,H1J 1C3,Canada
940,JEULR,118,1/3/1983,1/8/1983,1/7/1983,2,14.40258759,Bottom-Dollar Markets,9H7DQ5K,Sweden
941,FPXSL,25,7/27/1994,8/6/1994,8/3/1994,3,91.46094232,Hungry Owl All-Night Grocers,5023,Mexico
942,DWXJH,52,5/2/1982,5/6/1982,5/4/1982,5,107.1730098,QUICK-Stop,5848V0,Poland
943,BOLID,67,12/15/1959,12/24/1959,12/21/1959,2,118.6403385,Victuailles en stock,09KHD7M6,Malaysia
944,LFIFD,88,12/26/1978,1/18/1979,1/17/1979,6,13.23807881,LILA-Supermercado,OWR1W,Greece
945,ZGRUP,38,6/2/1952,6/11/1952,6/8/1952,3,61.35769596,Seven Seas Imports,J5XI06I1,Morocco
946,PUNVV,24,5/2/1976,5/9/1976,5/5/1976,6,68.99555833,Ricardo Adocicados,84U13,Norway
947,DNDCQ,88,8/30/1954,9/22/1954,9/19/1954,1,94.8085597,Ernst Handel,S72UG,Russia
948,BSBEV,48,7/17/1972,7/28/1972,7/25/1972,2,107.7577075,Rancho grande,JB0K5,Saudi Arabia
949,ISLAT,38,4/13/1973,4/30/1973,4/29/1973,3,30.04763916,Ernst Handel,782WG,Austria
950,MAGAA,110,1/12/1995,2/4/1995,2/2/1995,6,98.69294654,North/South,S415Y8C0,Chile
951,YVELF,55,3/13/1955,3/20/1955,3/19/1955,2,64.24078467,Bon app',3012,Switzerland
952,CQYIX,107,10/15/1979,10/27/1979,10/23/1979,1,79.57920964,Victuailles en stock,93F9JSQ,Uganda
953,THECR,54,2/9/1986,2/24/1986,2/21/1986,1,70.71911371,Hungry Owl All-Night Grocers,08737-363,Brazil
954,YHDDK,106,4/26/1982,5/9/1982,5/5/1982,2,92.29486513,B's Beverages,JX29194,Madagascar
955,XPHCM,10,2/20/1986,3/8/1986,3/7/1986,2,39.43882803,Eastern Connection,S72UG,Russia
956,XJNCJ,135,12/21/1973,1/6/1974,1/2/1974,2,24.40854818,Hanari Carnes,B-1180,Belgium
957,KVWIB,32,3/28/1971,4/13/1971,4/12/1971,2,41.68282266,Furia Bacalhau e Frutos do Mar,994509,Bhutan
958,IOPNI,50,7/22/1996,8/16/1996,8/12/1996,1,47.41949447,Queen Cozinha,073R7AMC,Israel
959,QCTUX,123,7/16/1960,8/2/1960,8/1/1960,2,124.849298,HILARION-Abastos,67W93K1,Turkey
960,JMFXL,46,8/9/1981,8/19/1981,8/16/1981,1,64.98785294,Split Rail Beer & Ale,67Y34,Mexico
961,NYQHR,16,12/7/1993,12/17/1993,12/13/1993,2,24.22300683,Around the Horn,14MB5,Sri Lanka
962,HANAR,88,8/21/1966,9/4/1966,9/3/1966,1,91.36178115,Ernst Handel,JX29194,Madagascar
963,OUCUY,104,5/25/1954,6/18/1954,6/14/1954,3,61.00960101,Laughing Bacchus Wine Cellars,E4R7ZH89,Chile
964,CEKMU,48,1/6/1952,1/16/1952,1/12/1952,4,31.19495584,France restauration,4WKR69X9,India
965,MYZVJ,26,6/14/1990,6/24/1990,6/22/1990,3,68.41052813,Chop-suey Chinese,HQI0CS,Turkey
966,BQHQK,2,3/5/1951,4/5/1951,4/2/1951,2,67.18432974,Ernst Handel,1E93W,Croatia
967,KGPGV,11,6/14/1996,6/20/1996,6/16/1996,5,5.091318922,Queen Cozinha,E3AG0,Paraguay
968,TMNVE,34,8/7/1979,8/12/1979,8/11/1979,5,6.26034046,Gourmet Lanchonetes,9W95B,"Korea, South"
969,ANATR,133,10/16/1964,11/13/1964,11/11/1964,2,10.63609038,Rattlesnake Canyon Grocery,LNF5ME4,Russia
970,MKWLO,32,1/27/1961,2/16/1961,2/14/1961,5,80.94859613,LILA-Supermercado,87UDJTV,Iran
971,NUNRN,101,6/23/1994,7/8/1994,7/4/1994,5,75.36789633,LINO-Delicateses,6GZF,Hungary
972,PERIC,10,10/19/1960,11/7/1960,11/3/1960,2,12.92600376,Mère Paillarde,XBAU493S,Indonesia
973,MEUUX,45,10/29/1994,11/7/1994,11/3/1994,6,110.0040269,Blondel père et fils,A8W800,Iran
974,BJQXQ,44,6/18/1997,7/10/1997,7/8/1997,2,7.537455286,Océano Atlántico Ltda.,98MD6,Russia
975,JMFXL,82,3/13/1980,4/4/1980,3/31/1980,4,99.65559576,Ernst Handel,28S53,Iraq
976,WEWQU,40,5/23/1959,6/22/1959,6/19/1959,2,101.4922551,Ottilies Käseladen,7F57E,Estonia
977,CXYIF,68,3/19/1967,4/6/1967,4/4/1967,4,42.96371864,Königlich Essen,8447ZJD,Uzbekistan
978,QIHQH,108,6/7/1967,7/7/1967,7/5/1967,1,48.01258961,Die Wandernde Kuh,VO4R23,Israel
979,LCZUL,36,6/4/1993,6/19/1993,6/18/1993,2,34.34555872,Wilman Kala,29Q37012,Sri Lanka
980,DHYZM,86,5/17/1976,6/9/1976,6/5/1976,2,126.5258922,Wartian Herkku,4110,Norway
981,MCELR,119,2/27/1959,3/3/1959,3/2/1959,5,84.58441624,Island Trading,9HV7S5,Uganda
982,FCONB,115,9/19/1957,9/22/1957,9/21/1957,3,98.50882667,Laughing Bacchus Wine Cellars,27TM3,Argentina
983,XURLO,122,6/9/1968,6/30/1968,6/28/1968,3,94.18273993,Save-a-lot Markets,2322V28,Portugal
984,WTSWB,63,3/14/1962,4/13/1962,4/10/1962,4,57.46739648,Romero y tomillo,2TQ27,Argentina
985,EXYUB,58,8/9/1950,8/25/1950,8/24/1950,3,72.72179191,Eastern Connection,M9A71F,Madagascar
986,EWLKZ,75,7/10/1971,8/5/1971,8/2/1971,6,41.1552694,QUICK-Stop,W8W369P,Brazil
987,PDBTL,92,6/9/1986,7/1/1986,6/28/1986,1,31.26129013,Mère Paillarde,3YPB9,Australia
988,QQBYK,13,10/13/1957,10/21/1957,10/20/1957,2,35.18155797,North/South,65PL53,Egypt
989,SGJFW,105,6/9/1983,6/22/1983,6/20/1983,6,75.50021354,Tradiçao Hipermercados,QV2L8LV6,Qatar
990,UACLZ,64,10/19/1966,11/12/1966,11/10/1966,2,13.74109914,La corne d'abondance,MZ122,Malaysia
991,MDJUS,61,7/25/1951,8/11/1951,8/7/1951,4,98.2245739,LILA-Supermercado,78834,Costa Rica
992,WTOMS,64,12/4/1971,12/25/1971,12/21/1971,2,94.42231375,Wilman Kala,JB0K5,Saudi Arabia
993,QTSGF,43,7/17/1993,7/26/1993,7/24/1993,1,34.85981329,LINO-Delicateses,T2F 8M4,Canada
994,GZTVD,33,6/17/1988,7/7/1988,7/6/1988,5,56.69117113,Island Trading,GRB8U74,Russia
995,XTYKG,97,2/15/1980,3/3/1980,3/2/1980,3,99.12679637,Wartian Herkku,RJ4WNY3,Qatar
996,EGOAJ,57,9/6/1954,10/6/1954,10/2/1954,6,100.6114715,Folk och fä HB,QE8D45LJ,Spain
997,RMLDR,75,2/21/1992,2/28/1992,2/26/1992,2,115.665795,Gourmet Lanchonetes,7513DT3,Armenia
998,JOSOF,75,9/26/1960,10/23/1960,10/19/1960,5,133.7872927,Folk och fä HB,29Q37012,Sri Lanka
999,GFHYR,80,12/29/1972,1/25/1973,1/24/1973,1,2.87039201,Comércio Mineiro,5C187,Australia
1000,NJQJG,83,3/15/1959,3/21/1959,3/22/1959,3,122.1427059,Ricardo Adocicados,C434P,Bhutan
1001,KJNBQ,16,12/31/1954,1/16/1955,1/12/1955,4,29.82879902,Queen Cozinha,9MBPTH,Denmark
1002,DUMON,65,7/23/1964,8/17/1964,8/16/1964,4,81.93291071,Mère Paillarde,5020,Austria
1003,GOURL,107,12/31/1991,1/14/1992,1/12/1992,3,32.77913934,Que Delícia,A9TV01W,India
1004,LAJAE,58,6/12/1961,6/29/1961,6/26/1961,6,43.29137311,Wartian Herkku,4A07WS,Saudi Arabia
1005,VRTJV,57,1/18/1983,2/7/1983,2/6/1983,1,115.353327,Vaffeljernet,92X5E,Romania
1006,NIIEW,75,2/5/1951,3/3/1951,2/28/1951,3,40.18910728,Mère Paillarde,301P78,Bulgaria
1007,VBCFJ,127,7/8/1953,8/4/1953,8/2/1953,6,96.23297514,Reggiani Caseifici,93T0WA,Israel
1008,AHLPC,6,1/29/1987,2/23/1987,2/21/1987,6,96.77142124,B's Beverages,75012,France
1009,LEHMS,98,11/23/1963,11/30/1963,11/29/1963,2,71.97873934,Ottilies Käseladen,N76A2P,Argentina
1010,LLAOO,97,10/20/1971,11/1/1971,10/29/1971,4,39.63709233,Reggiani Caseifici,4VL5Q24,Ghana
1011,VBHZJ,56,9/11/1998,10/10/1998,10/9/1998,1,26.40245429,Reggiani Caseifici,21M5CS,Iceland
1012,QCTUX,38,9/6/1965,9/13/1965,9/11/1965,3,50.12118882,Piccolo und mehr,8022,Spain
1013,HFWSJ,55,6/26/1963,7/23/1963,7/21/1963,6,97.70297428,La corne d'abondance,40V5JG,Central African Republic
1014,XYKMW,33,7/29/1953,8/26/1953,8/23/1953,5,26.81646874,Victuailles en stock,6S62Y3,Spain
1015,PIHDS,70,3/2/1992,3/12/1992,3/8/1992,4,90.22927311,Ernst Handel,5J2C3,Australia
1016,HDPGV,8,8/21/1957,9/7/1957,9/3/1957,1,97.15175499,Frankenversand,YZ286K,Saudi Arabia
1017,VICTE,51,11/11/1964,11/18/1964,11/16/1964,4,80.59397972,Ottilies Käseladen,V4204W7,Italy
1018,IMWES,2,11/1/1963,11/22/1963,11/21/1963,2,46.03932349,Tradiçao Hipermercados,9Y3XH,Costa Rica
1019,LCZUL,46,10/1/1957,10/23/1957,10/20/1957,2,75.71302662,Hanari Carnes,DX8J47,Finland
1020,BJMKO,103,9/14/1958,9/23/1958,9/20/1958,4,87.95978055,Tradiçao Hipermercados,YCB5679,Lithuania
1021,MLOHS,104,12/3/1962,12/21/1962,12/19/1962,4,64.16646072,Victuailles en stock,390S1,United Kingdom
1022,MLIRP,136,6/19/1970,6/29/1970,6/27/1970,5,111.7818811,Wolski Zajazd,C1473,Malaysia
1023,BBNEU,56,12/1/1968,12/31/1968,12/28/1968,3,53.80172486,Godos Cocina Típica,97827,USA
1024,IQWRF,64,4/17/1980,4/22/1980,4/20/1980,5,41.03670138,Suprêmes délices,AK9M49K6,Uzbekistan
1025,FDBZD,88,11/4/1974,11/22/1974,11/20/1974,6,64.93716505,Seven Seas Imports,5023,Mexico
1026,UXKNG,7,1/8/1981,1/14/1981,1/12/1981,4,31.98648837,Ernst Handel,9I9B5,Iraq
1027,QYURA,117,7/25/1985,7/28/1985,7/27/1985,5,82.12426346,Richter Supermarkt,S-958 22,Sweden
1028,DRACD,37,2/16/1992,2/26/1992,2/25/1992,1,24.7854386,Ricardo Adocicados,6ZBX7,Uganda
1029,KEYER,111,10/4/1949,10/27/1949,10/26/1949,3,76.12728982,LILA-Supermercado,9AZ910,Spain
1030,LUQXP,18,10/15/1998,10/28/1998,10/25/1998,3,101.231324,Chop-suey Chinese,TKLNI248,Portugal
1031,VBHZJ,14,1/22/1977,2/19/1977,2/15/1977,3,108.8365042,Ricardo Adocicados,9X166,United Kingdom
1032,TBSNM,115,11/4/1981,11/27/1981,11/23/1981,5,135.0490512,Mère Paillarde,71QMH8,Russia
1033,WTSWB,60,9/22/1961,10/23/1961,10/21/1961,4,25.66840754,Save-a-lot Markets,3012,Switzerland
1034,CHOPS,124,11/16/1985,12/15/1985,12/13/1985,3,109.6973036,Ernst Handel,U4G924,Cambodia
1035,EMWNM,104,4/27/1956,5/23/1956,5/21/1956,4,114.0563657,HILARION-Abastos,4A07WS,Saudi Arabia
1036,LOAAB,102,8/31/1994,9/16/1994,9/12/1994,1,75.34074782,Alfred's Futterkiste,716J281,Paraguay
1037,DCWEV,104,6/14/1975,7/9/1975,7/5/1975,5,16.330346,Familia Arquibaldo,0Y88D,Switzerland
1038,VJHYT,102,12/10/1988,1/5/1989,1/1/1989,2,124.1481452,Hungry Owl All-Night Grocers,5V4289,Philippines
1039,IOPNI,100,3/5/1958,4/4/1958,4/2/1958,5,22.1703954,Toms Spezialitäten,953YOI,Vatican City
1040,BTOHK,120,6/26/1990,7/18/1990,7/15/1990,4,43.19914292,Wolski Zajazd,K63QS2,United States
1041,FCDQX,93,10/24/1959,11/7/1959,11/5/1959,5,84.62869834,Furia Bacalhau e Frutos do Mar,ZZ70181,Italy
1042,UBEEV,81,12/24/1962,1/6/1963,1/4/1963,3,94.10279474,Bon app',7O0H96,South Africa
1043,ZECNC,73,1/28/1980,2/11/1980,2/7/1980,5,125.9769447,Galería del gastronómo,MZ122,Malaysia
1044,EMWNM,80,10/22/1992,11/17/1992,11/15/1992,6,97.01529214,Frankenversand,NPQ2A,Paraguay
1045,ACGHE,35,9/4/1983,9/8/1983,9/7/1983,2,85.15224664,Laughing Bacchus Wine Cellars,M91C9R,South Africa
1046,NJQJG,76,8/16/1996,8/22/1996,8/18/1996,1,119.2442614,B's Beverages,B-1180,Belgium
1047,CXBVM,35,11/6/1967,12/2/1967,11/28/1967,4,55.94155549,Königlich Essen,4331,Sri Lanka
1048,CXBVM,62,12/31/1949,1/12/1950,1/11/1950,6,44.08740236,Morgenstern Gesundkost,CG5XJKU0,Uganda
1049,KUJKU,10,7/1/1967,7/30/1967,7/26/1967,5,67.17733113,Maison Dewey,6R02620,Brazil
1050,LYSSZ,37,2/26/1975,3/24/1975,3/23/1975,5,44.2100995,Victuailles en stock,7F57E,Estonia
1051,TKKJC,82,6/20/1986,7/8/1986,7/5/1986,1,45.61542123,Santé Gourmet,V025,Sweden
1052,FFHYM,61,8/14/1953,9/8/1953,9/4/1953,5,82.96107655,Split Rail Beer & Ale,XI1GNO1,"Korea, South"
1053,REUYG,114,4/7/1993,5/5/1993,5/4/1993,1,96.05159653,Queen Cozinha,390S1,United Kingdom
1054,VVXNV,70,3/11/1980,4/1/1980,3/29/1980,6,100.083703,Die Wandernde Kuh,ZK7CAAIO,"Korea, North"
1055,KWMSA,104,4/25/1951,5/14/1951,5/13/1951,6,135.3868027,Bon app',2KV2A7,Greece
1056,FOZJG,115,6/2/1960,6/22/1960,6/18/1960,1,37.3574188,Tortuga Restaurante,F07U0QZ,Indonesia
1057,JSFUC,86,7/9/1997,7/22/1997,7/19/1997,3,41.07105091,Great Lakes Food Market,535XIA2,Ethiopia
1058,HVWOF,95,3/23/1962,4/20/1962,4/18/1962,1,25.99831268,Let's Stop N Shop,50RD4F,Poland
1059,BNHNU,1,9/21/1953,10/7/1953,10/3/1953,6,117.6215228,Alfred's Futterkiste,05454-876,Brazil
1060,ENSHU,19,6/13/1963,7/12/1963,7/11/1963,3,115.0281059,Princesa Isabel Vinhos,VO4R23,Israel
1061,RANCH,1,11/26/1973,12/28/1973,12/24/1973,6,80.88185091,Spécialités du monde,1010,Argentina
1062,QQONV,107,12/3/1997,1/4/1998,12/31/1997,6,12.55387227,Laughing Bacchus Wine Cellars,7BQEL,Morocco
1063,LPZCY,106,9/10/1991,9/15/1991,9/12/1991,4,36.43282657,Pericles Comidas clásicas,IF472,Austria
1064,HPPHY,50,3/13/1989,4/10/1989,4/7/1989,4,84.41470895,Chop-suey Chinese,9T7H7,Norway
1065,FEJPV,110,1/21/1974,2/7/1974,2/4/1974,1,66.13854388,Frankenversand,J84SVAN3,Estonia
1066,LONEP,101,2/9/1986,3/1/1986,2/25/1986,4,91.20284867,Die Wandernde Kuh,R6P623,Iran
1067,WREMC,60,2/8/1975,3/7/1975,3/5/1975,5,51.97770952,Toms Spezialitäten,98034,USA
1068,JDWXT,47,12/29/1957,1/27/1958,1/25/1958,4,69.6110458,Old World Delicatessen,60528,Germany
1069,FMRQG,21,4/26/1979,5/20/1979,5/18/1979,1,66.32101316,White Clover Markets,G3H9D4,Pakistan
1070,IPJAD,29,12/1/1972,12/12/1972,12/10/1972,6,22.42377752,Morgenstern Gesundkost,V4EKYU,Armenia
1071,YRJCE,133,9/18/1972,9/25/1972,9/23/1972,2,81.2594032,Wolski Zajazd,BAZ8E2,Cambodia
1072,UKUMO,124,1/31/1992,2/25/1992,2/22/1992,4,9.116928429,Die Wandernde Kuh,I915CLN,"Korea, South"
1073,ISLAT,114,7/14/1976,7/22/1976,7/18/1976,1,97.37907244,Berglunds snabbköp,275GN29,Lithuania
1074,HAEUA,18,8/6/1951,8/27/1951,8/24/1951,1,40.16443941,Wellington Importadora,N91KLU2,Iceland
1075,WOLZA,26,5/7/1968,5/25/1968,5/23/1968,3,2.251893718,Reggiani Caseifici,152KY,Philippines
1076,ZTWJM,99,9/28/1949,10/17/1949,10/16/1949,1,61.44811298,Berglunds snabbköp,0ZIV04,Uganda
1077,DUUEE,26,7/22/1987,8/14/1987,8/11/1987,1,17.80733811,Frankenversand,9Y3XH,Costa Rica
1078,KGPGV,4,5/31/1960,6/7/1960,6/4/1960,6,107.347156,Pericles Comidas clásicas,5023,Mexico
1079,THEBI,82,6/7/1995,6/22/1995,6/21/1995,2,3.054269678,Godos Cocina Típica,VY17C3U,Brazil
1080,TPAXO,78,10/23/1999,11/14/1999,11/13/1999,3,33.19649324,Split Rail Beer & Ale,2I494,Belgium
1081,QQBYK,78,5/15/1977,6/13/1977,6/10/1977,3,70.98057502,Ricardo Adocicados,9I9B5,Iraq
1082,FPHJJ,11,7/6/1962,7/20/1962,7/17/1962,6,67.92253831,Océano Atlántico Ltda.,M1ZA2RU3,Thailand
1083,GFIQK,23,7/10/1985,7/17/1985,7/13/1985,1,90.83088401,Santé Gourmet,4110,Norway
1084,LUQXP,121,10/31/1980,12/1/1980,11/29/1980,2,109.1754029,Great Lakes Food Market,275GN29,Lithuania
1085,OCEAN,15,1/10/1971,1/20/1971,1/16/1971,6,54.11651194,Folies gourmandes,646QO,Uganda
1086,PUPOX,6,9/18/1962,9/25/1962,9/21/1962,1,47.09189416,Tortuga Restaurante,98034,USA
1087,JBPHD,9,7/16/1961,8/3/1961,8/1/1961,5,40.18937683,Gourmet Lanchonetes,Q11336,Lebanon
1088,REXWL,122,10/29/1963,11/28/1963,11/25/1963,4,128.2800236,Island Trading,2KXF45N,Turkey
1089,TGGAC,76,12/5/1985,12/14/1985,12/11/1985,4,117.9749656,Königlich Essen,4W2QQ,Croatia
1090,SMAMN,134,4/25/1974,5/22/1974,5/18/1974,1,45.98714804,LINO-Delicateses,S87T0,Poland
1091,EASTC,33,12/16/1997,12/24/1997,12/21/1997,1,92.25421158,Lonesome Pine Restaurant,48365,Morocco
1092,YEXGQ,80,8/22/1965,8/28/1965,8/27/1965,3,27.46139118,Königlich Essen,6R02620,Brazil
1093,MUQZA,122,11/1/1997,12/3/1997,11/30/1997,2,37.60325903,Split Rail Beer & Ale,9M7YZ184,Mongolia
1094,KSZSI,65,6/27/1990,7/2/1990,6/29/1990,3,52.22463951,Comércio Mineiro,WI3CB,Greece
1095,BBHBT,112,4/21/1968,5/6/1968,5/3/1968,2,8.657369736,Richter Supermarkt,5M0894L,Ukraine
1096,BQHQK,78,11/25/1977,12/12/1977,12/9/1977,1,49.58384602,Around the Horn,67W93K1,Turkey
1097,CASBG,77,9/7/1990,10/5/1990,10/4/1990,5,57.16611798,Lonesome Pine Restaurant,65P183N,Egypt
1098,ZYTIL,66,3/15/1978,4/13/1978,4/10/1978,4,18.95439989,Wolski Zajazd,93F9JSQ,Uganda
1099,QUTUC,106,10/11/1958,11/13/1958,11/9/1958,2,22.71488722,Que Delícia,TFGVT,Spain
1100,JDCDC,81,4/17/1960,4/27/1960,4/28/1960,2,59.78289948,Gourmet Lanchonetes,98N19,Malaysia
1101,FUMLC,46,12/20/1972,12/31/1972,12/27/1972,4,123.8796721,Rattlesnake Canyon Grocery,A9XV5W,Denmark
1102,ZFEJB,117,7/29/1964,8/22/1964,8/21/1964,6,101.6890125,Great Lakes Food Market,5848V0,Poland
1103,ANTON,90,9/1/1966,9/6/1966,9/5/1966,6,23.57620013,Antonio Moreno Taquería,0ZIV04,Uganda
1104,RCGDP,81,5/24/1982,6/10/1982,6/9/1982,5,85.62338202,Godos Cocina Típica,S72UG,Russia
1105,FOLKO,92,5/16/1964,5/25/1964,5/22/1964,5,49.78593734,Eastern Connection,6R8YLD,Italy
1106,RUXKX,23,10/5/1983,11/1/1983,10/28/1983,1,52.20127316,Wellington Importadora,2JT3YEMB,Belarus
1107,TWWIA,133,11/30/1968,12/27/1968,12/23/1968,6,5.607415523,Vins et alcools Chevalier,P4994,Philippines
1108,RWTBF,10,4/26/1996,5/9/1996,5/6/1996,2,55.41118836,Berglunds snabbköp,3335Y,Malaysia
1109,KVWIB,37,7/15/1986,7/25/1986,7/23/1986,3,68.94730609,Franchi S.p.A.,8022,Spain
1110,XDWFT,54,6/28/1995,7/23/1995,7/22/1995,2,90.57299552,Hungry Owl All-Night Grocers,YZ9G25,Lithuania
1111,GFHYR,1,5/8/1961,5/14/1961,5/11/1961,6,71.52312212,White Clover Markets,GRB8U74,Russia
1112,CHOPS,46,9/25/1949,10/25/1949,10/22/1949,4,31.97685219,Great Lakes Food Market,B-1180,Belgium
1113,BJMKO,39,2/11/1982,3/9/1982,3/5/1982,2,119.3947206,Berglunds snabbköp,S139FB,Bolivia
1114,YEERQ,118,3/27/1963,4/20/1963,4/17/1963,5,97.57739862,Spécialités du monde,87110,USA
1115,QQONV,122,7/23/1958,8/9/1958,8/7/1958,4,62.72288924,Die Wandernde Kuh,83720,USA
1116,KJNBQ,135,6/29/1965,7/27/1965,7/24/1965,4,103.1466136,Hanari Carnes,OWR1W,Greece
1117,IJVZY,16,11/27/1989,12/14/1989,12/10/1989,4,103.5698702,LILA-Supermercado,I7406VT,United Kingdom
1118,MDQRO,89,12/26/1989,1/4/1990,1/2/1990,1,127.1564685,Blondel père et fils,58608G,Iran
1119,FOLKO,27,10/19/1997,11/2/1997,10/29/1997,3,4.454334121,Blondel père et fils,M9A71F,Madagascar
1120,ZIWPB,15,7/14/1951,8/11/1951,8/8/1951,5,62.03713134,Reggiani Caseifici,21240,Finland
1121,UIHAP,27,4/21/1985,5/2/1985,5/1/1985,1,32.8630057,Cactus Comidas para llevar,S139FB,Bolivia
1122,JEULR,39,5/9/1995,6/1/1995,5/31/1995,5,90.97717378,Bottom-Dollar Markets,14MB5,Sri Lanka
1123,BEKKE,79,5/13/1984,6/1/1984,5/28/1984,6,17.91116687,Blondel père et fils,A4I1K4S6,Madagascar
1124,UKUMO,14,6/29/1988,7/27/1988,7/23/1988,4,7.187437515,Pericles Comidas clásicas,691V7,Austria
1125,EXYUB,62,6/25/1955,7/13/1955,7/10/1955,6,108.4275184,Suprêmes délices,7O0H96,South Africa
1126,ZIWPB,31,5/20/1986,6/8/1986,6/6/1986,1,120.0875609,LILA-Supermercado,O2V29,Italy
1127,CXBVM,18,9/8/1969,9/24/1969,9/21/1969,3,105.0305206,Island Trading,6R02620,Brazil
1128,QTSGF,5,9/17/1984,10/11/1984,10/10/1984,5,90.64693353,Save-a-lot Markets,5M0894L,Ukraine
